filename,left,right
20171219.1727702684-8233-1_13,1,1
20171219.1727702684-8233-1_14,1,1
20171219.1727702684-8233-1_15,1,1
20171219.1727702684-8233-1_16,1,1
20171219.1727702684-8233-1_2,1,1
20171219.1727702684-8233-1_3,1,1
20171219.1727702684-8233-1_4,1,1
20171219.1727702684-8233-1_5,1,1
20171219.1727702684-8233-1_6,1,1
20171219.1727702684-8233-1_7,1,1
20171219.1727702684-8233-1_8,1,1
20171219.1727702684-8233-1_9,1,1
20171219.1727702684-8236-1_1,1,1
20171219.1727702684-8236-1_10,1,1
20171219.1727702684-8236-1_11,1,1
20171219.1727702684-8236-1_12,1,1
20171219.1727702684-8236-1_13,1,1
20171219.1727702684-8236-1_14,1,1
20171219.1727702684-8236-1_15,1,1
20171219.1727702684-8236-1_16,1,1
20171219.1727702684-8236-1_2,1,1
20171219.1727702684-8236-1_3,1,1
20171219.1727702684-8236-1_4,1,1
20171219.1727702684-8236-1_5,1,1
20171219.1727702684-8236-1_6,1,1
20171219.1727702684-8236-1_7,1,1
20171219.1727702684-8236-1_8,1,1
20171219.1727702684-8236-1_9,1,1
20171219.1727702684-8242-1_1,2,2
20171219.1727702684-8242-1_10,2,2
20171219.1727702684-8242-1_11,2,2
20171219.1727702684-8242-1_12,2,2
20171219.1727702684-8242-1_13,2,2
20171219.1727702684-8242-1_14,2,2
20171219.1727702684-8242-1_15,2,2
20171219.1727702684-8242-1_16,2,2
20171219.1727702684-8242-1_2,2,2
20171219.1727702684-8242-1_3,2,2
20171219.1727702684-8242-1_4,2,2
20171219.1727702684-8242-1_5,2,2
20171219.1727702684-8242-1_6,2,2
20171219.1727702684-8242-1_7,2,2
20171219.1727702684-8242-1_8,2,2
20171219.1727702684-8242-1_9,2,2
20171219.1727702684-8264-1_1,1,1
20171219.1727702684-8264-1_10,1,1
20171219.1727702684-8264-1_11,1,1
20171219.1727702684-8264-1_12,1,1
20171219.1727702684-8264-1_13,1,1
20171219.1727702684-8264-1_14,1,1
20171219.1727702684-8264-1_15,1,1
20171219.1727702684-8264-1_16,1,1
20171219.1727702684-8264-1_2,1,1
20171219.1727702684-8264-1_3,1,1
20171219.1727702684-8264-1_4,1,1
20171219.1727702684-8264-1_5,1,1
20171219.1727702684-8264-1_6,1,1
20171219.1727702684-8264-1_7,1,1
20171219.1727702684-8264-1_8,1,1
20171219.1727702684-8264-1_9,1,1
20171219.1727702684-8265-1_1,1,1
20171219.1727702684-8265-1_10,1,1
20171219.1727702684-8265-1_11,1,1
20171219.1727702684-8265-1_12,1,1
20171219.1727702684-8265-1_13,1,1
20171219.1727702684-8265-1_14,1,1
20171219.1727702684-8265-1_15,1,1
20171219.1727702684-8265-1_16,1,1
20171219.1727702684-8265-1_2,1,1
20171219.1727702684-8265-1_3,1,1
20171219.1727702684-8265-1_4,1,1
20171219.1727702684-8265-1_5,1,1
20171219.1727702684-8265-1_6,1,1
20171219.1727702684-8265-1_7,1,1
20171219.1727702684-8265-1_8,1,1
20171219.1727702684-8265-1_9,1,1
20171219.1727702684-8271-1_1,2,2
20171219.1727702684-8271-1_10,2,2
20171219.1727702684-8271-1_11,2,2
20171219.1727702684-8271-1_12,2,2
20171219.1727702684-8271-1_13,2,2
20171219.1727702684-8271-1_14,2,2
20171219.1727702684-8271-1_15,2,2
20171219.1727702684-8271-1_16,2,2
20171219.1727702684-8271-1_2,2,2
20171219.1727702684-8271-1_3,2,2
20171219.1727702684-8271-1_4,2,2
20171219.1727702684-8271-1_5,2,2
20171219.1727702684-8271-1_6,2,2
20171219.1727702684-8271-1_7,2,2
20171219.1727702684-8271-1_8,2,2
20171219.1727702684-8271-1_9,0,2
20171219.1727702684-8272-1_1,2,2
20171219.1727702684-8272-1_10,2,2
20171219.1727702684-8272-1_11,2,2
20171219.1727702684-8272-1_12,2,2
20171219.1727702684-8272-1_13,2,2
20171219.1727702684-8272-1_14,2,2
20171219.1727702684-8272-1_15,2,2
20171219.1727702684-8272-1_16,2,2
20171219.1727702684-8272-1_2,2,2
20171219.1727702684-8272-1_3,2,2
20171219.1727702684-8272-1_4,2,2
20171219.1727702684-8272-1_5,2,2
20171219.1727702684-8272-1_6,2,2
20171219.1727702684-8272-1_7,2,2
20171219.1727702684-8272-1_8,2,2
20171219.1727702684-8272-1_9,2,2
20171219.1727702684-8298-1_1,1,1
20171219.1727702684-8298-1_10,1,1
20171219.1727702684-8298-1_11,1,1
20171219.1727702684-8298-1_12,1,1
20171219.1727702684-8298-1_13,1,1
20171219.1727702684-8298-1_14,1,1
20171219.1727702684-8298-1_15,1,1
20171219.1727702684-8298-1_16,1,1
20171219.1727702684-8298-1_2,1,1
20171219.1727702684-8298-1_3,1,1
20171219.1727702684-8298-1_4,1,1
20171219.1727702684-8298-1_5,1,1
20171219.1727702684-8298-1_6,1,1
20171219.1727702684-8298-1_7,1,1
20171219.1727702684-8298-1_8,1,1
20171219.1727702684-8298-1_9,1,1
20171219.1727702684-8300-1_1,1,1
20171219.1727702684-8300-1_10,1,1
20171219.1727702684-8300-1_11,1,1
20171219.1727702684-8300-1_12,1,1
20171219.1727702684-8300-1_13,1,1
20171219.1727702684-8300-1_14,1,1
20171219.1727702684-8300-1_15,1,1
20171219.1727702684-8300-1_16,1,1
20171219.1727702684-8300-1_2,1,1
20171219.1727702684-8300-1_3,1,1
20171219.1727702684-8300-1_4,1,1
20171219.1727702684-8300-1_5,1,1
20171219.1727702684-8300-1_6,1,1
20171219.1727702684-8300-1_7,1,1
20171219.1727702684-8300-1_8,1,1
20171219.1727702684-8300-1_9,1,1
20171219.1727702684-8308-1_1,0,2
20171219.1727702684-8308-1_10,2,2
20171219.1727702684-8308-1_11,2,2
20171219.1727702684-8308-1_12,2,2
20171219.1727702684-8308-1_13,2,2
20171219.1727702684-8308-1_14,2,2
20171219.1727702684-8308-1_15,2,2
20171219.1727702684-8308-1_16,2,2
20171219.1727702684-8308-1_2,2,2
20171219.1727702684-8308-1_3,0,2
20171219.1727702684-8308-1_4,2,2
20171219.1727702684-8308-1_5,2,2
20171219.1727702684-8308-1_6,2,2
20171219.1727702684-8308-1_7,2,2
20171219.1727702684-8308-1_8,2,2
20171219.1727702684-8308-1_9,2,2
20171219.1727702684-8359-1_1,3,3
20171219.1727702684-8359-1_10,3,3
20171219.1727702684-8359-1_11,3,3
20171219.1727702684-8359-1_12,0,3
20171219.1727702684-8359-1_13,0,3
20171219.1727702684-8359-1_14,0,3
20171219.1727702684-8359-1_15,3,3
20171219.1727702684-8359-1_16,3,3
20171219.1727702684-8359-1_2,3,3
20171219.1727702684-8359-1_3,3,3
20171219.1727702684-8359-1_4,3,3
20171219.1727702684-8359-1_5,3,3
20171219.1727702684-8359-1_6,3,3
20171219.1727702684-8359-1_7,3,3
20171219.1727702684-8359-1_8,3,3
20171219.1727702684-8359-1_9,0,3
20171219.1727702684-8360-1_1,3,3
20171219.1727702684-8360-1_10,3,3
20171219.1727702684-8360-1_11,3,3
20171219.1727702684-8360-1_12,3,3
20171219.1727702684-8360-1_13,3,3
20171219.1727702684-8360-1_14,3,3
20171219.1727702684-8360-1_15,3,3
20171219.1727702684-8360-1_16,3,3
20171219.1727702684-8360-1_2,0,3
20171219.1727702684-8360-1_3,2,0
20171219.1727702684-8360-1_4,2,0
20171219.1727702684-8360-1_5,2,0
20171219.1727702684-8360-1_6,2,0
20171219.1727702684-8360-1_7,2,0
20171219.1727702684-8360-1_8,2,0
20171219.1727702684-8360-1_9,2,0
20171220.1727702684-8403-1_1,1,1
20171220.1727702684-8403-1_10,2,2
20171220.1727702684-8403-1_11,0,0
20171220.1727702684-8403-1_12,2,2
20171220.1727702684-8403-1_13,1,0
20171220.1727702684-8403-1_14,1,1
20171220.1727702684-8403-1_15,1,1
20171220.1727702684-8403-1_16,1,1
20171220.1727702684-8403-1_2,1,1
20171220.1727702684-8403-1_3,1,1
20171220.1727702684-8403-1_4,1,0
20171220.1727702684-8403-1_5,0,0
20171220.1727702684-8403-1_6,0,0
20171220.1727702684-8403-1_7,0,0
20171220.1727702684-8403-1_8,2,0
20171220.1727702684-8403-1_9,0,0
20171220.1727702684-8404-1_1,2,2
20171220.1727702684-8404-1_10,2,2
20171220.1727702684-8404-1_11,2,2
20171220.1727702684-8404-1_12,2,2
20171220.1727702684-8404-1_13,2,2
20171220.1727702684-8404-1_14,2,2
20171220.1727702684-8404-1_15,2,2
20171220.1727702684-8404-1_16,2,2
20171220.1727702684-8404-1_2,2,2
20171220.1727702684-8404-1_3,2,2
20171220.1727702684-8404-1_4,2,2
20171220.1727702684-8404-1_5,2,2
20171220.1727702684-8404-1_6,2,2
20171220.1727702684-8404-1_7,2,2
20171220.1727702684-8404-1_8,2,2
20171220.1727702684-8404-1_9,2,2
20171220.1727702684-8408-1_1,0,0
20171220.1727702684-8408-1_10,2,2
20171220.1727702684-8408-1_11,0,2
20171220.1727702684-8408-1_12,2,2
20171220.1727702684-8408-1_13,2,2
20171220.1727702684-8408-1_14,2,2
20171220.1727702684-8408-1_15,2,2
20171220.1727702684-8408-1_16,2,2
20171220.1727702684-8408-1_2,0,0
20171220.1727702684-8408-1_3,0,2
20171220.1727702684-8408-1_4,0,2
20171220.1727702684-8408-1_5,0,2
20171220.1727702684-8408-1_6,1,2
20171220.1727702684-8408-1_7,2,2
20171220.1727702684-8408-1_8,2,2
20171220.1727702684-8408-1_9,2,2
20171220.1727702684-8409-1_1,2,2
20171220.1727702684-8409-1_10,2,2
20171220.1727702684-8409-1_11,2,2
20171220.1727702684-8409-1_12,2,2
20171220.1727702684-8409-1_13,2,2
20171220.1727702684-8409-1_14,2,2
20171220.1727702684-8409-1_15,2,2
20171220.1727702684-8409-1_16,2,2
20171220.1727702684-8409-1_2,2,2
20171220.1727702684-8409-1_3,2,2
20171220.1727702684-8409-1_4,2,2
20171220.1727702684-8409-1_5,2,2
20171220.1727702684-8409-1_6,2,2
20171220.1727702684-8409-1_7,2,2
20171220.1727702684-8409-1_8,2,2
20171220.1727702684-8409-1_9,2,2
20171220.1727702684-8416-1_1,2,2
20171220.1727702684-8416-1_10,2,2
20171220.1727702684-8416-1_11,2,2
20171220.1727702684-8416-1_12,2,2
20171220.1727702684-8416-1_13,2,2
20171220.1727702684-8416-1_14,2,2
20171220.1727702684-8416-1_15,2,2
20171220.1727702684-8416-1_16,1,0
20171220.1727702684-8416-1_2,2,2
20171220.1727702684-8416-1_3,2,2
20171220.1727702684-8416-1_4,2,2
20171220.1727702684-8416-1_5,2,2
20171220.1727702684-8416-1_6,2,2
20171220.1727702684-8416-1_7,2,2
20171220.1727702684-8416-1_8,2,2
20171220.1727702684-8416-1_9,2,2
20171220.1727702684-8417-1_1,2,2
20171220.1727702684-8417-1_10,2,2
20171220.1727702684-8417-1_11,2,2
20171220.1727702684-8417-1_12,2,2
20171220.1727702684-8417-1_13,2,2
20171220.1727702684-8417-1_14,2,2
20171220.1727702684-8417-1_15,2,2
20171220.1727702684-8417-1_16,2,2
20171220.1727702684-8417-1_2,2,2
20171220.1727702684-8417-1_3,2,2
20171220.1727702684-8417-1_4,2,2
20171220.1727702684-8417-1_5,2,2
20171220.1727702684-8417-1_6,2,2
20171220.1727702684-8417-1_7,2,2
20171220.1727702684-8417-1_8,2,2
20171220.1727702684-8417-1_9,2,2
20171220.1727702684-8422-1_1,1,1
20171220.1727702684-8422-1_10,1,1
20171220.1727702684-8422-1_11,1,1
20171220.1727702684-8422-1_12,0,2
20171220.1727702684-8422-1_13,0,0
20171220.1727702684-8422-1_14,1,1
20171220.1727702684-8422-1_15,1,1
20171220.1727702684-8422-1_16,1,1
20171220.1727702684-8422-1_2,1,1
20171220.1727702684-8422-1_3,1,1
20171220.1727702684-8422-1_4,1,1
20171220.1727702684-8422-1_5,1,1
20171220.1727702684-8422-1_6,1,1
20171220.1727702684-8422-1_7,1,0
20171220.1727702684-8422-1_8,1,1
20171220.1727702684-8422-1_9,1,2
20171220.1727702684-8423-1_1,0,1
20171220.1727702684-8423-1_10,2,2
20171220.1727702684-8423-1_11,0,2
20171220.1727702684-8423-1_12,0,2
20171220.1727702684-8423-1_13,0,2
20171220.1727702684-8423-1_14,0,2
20171220.1727702684-8423-1_15,0,2
20171220.1727702684-8423-1_16,0,2
20171220.1727702684-8423-1_2,0,0
20171220.1727702684-8423-1_3,0,1
20171220.1727702684-8423-1_4,1,1
20171220.1727702684-8423-1_5,0,0
20171220.1727702684-8423-1_6,0,2
20171220.1727702684-8423-1_7,0,2
20171220.1727702684-8423-1_8,0,3
20171220.1727702684-8423-1_9,0,2
20171220.1727702684-8429-1_1,1,1
20171220.1727702684-8429-1_10,1,1
20171220.1727702684-8429-1_11,1,2
20171220.1727702684-8429-1_12,1,0
20171220.1727702684-8429-1_13,1,1
20171220.1727702684-8429-1_14,1,1
20171220.1727702684-8429-1_15,1,1
20171220.1727702684-8429-1_16,1,1
20171220.1727702684-8429-1_2,1,1
20171220.1727702684-8429-1_3,1,1
20171220.1727702684-8429-1_4,1,1
20171220.1727702684-8429-1_5,1,1
20171220.1727702684-8429-1_6,1,1
20171220.1727702684-8429-1_7,1,1
20171220.1727702684-8429-1_8,1,1
20171220.1727702684-8429-1_9,1,1
20171220.1727702684-8439-1_1,2,1
20171220.1727702684-8439-1_10,2,2
20171220.1727702684-8439-1_11,2,2
20171220.1727702684-8439-1_12,2,2
20171220.1727702684-8439-1_13,2,2
20171220.1727702684-8439-1_14,2,0
20171220.1727702684-8439-1_15,0,0
20171220.1727702684-8439-1_16,0,0
20171220.1727702684-8439-1_2,2,2
20171220.1727702684-8439-1_3,2,2
20171220.1727702684-8439-1_4,4,2
20171220.1727702684-8439-1_5,2,2
20171220.1727702684-8439-1_6,2,2
20171220.1727702684-8439-1_7,2,2
20171220.1727702684-8439-1_8,2,2
20171220.1727702684-8439-1_9,2,2
20171220.1727702684-8440-1_1,1,1
20171220.1727702684-8440-1_10,1,1
20171220.1727702684-8440-1_11,1,1
20171220.1727702684-8440-1_12,1,1
20171220.1727702684-8440-1_13,1,1
20171220.1727702684-8440-1_14,1,1
20171220.1727702684-8440-1_15,1,1
20171220.1727702684-8440-1_16,1,1
20171220.1727702684-8440-1_2,1,1
20171220.1727702684-8440-1_3,1,1
20171220.1727702684-8440-1_4,1,1
20171220.1727702684-8440-1_5,1,1
20171220.1727702684-8440-1_6,1,1
20171220.1727702684-8440-1_7,1,1
20171220.1727702684-8440-1_8,1,1
20171220.1727702684-8440-1_9,1,1
20171220.1727702684-8445-1_1,2,2
20171220.1727702684-8445-1_10,2,2
20171220.1727702684-8445-1_11,2,2
20171220.1727702684-8445-1_12,2,2
20171220.1727702684-8445-1_13,2,2
20171220.1727702684-8445-1_14,2,2
20171220.1727702684-8445-1_15,2,2
20171220.1727702684-8445-1_16,2,2
20171220.1727702684-8445-1_2,2,2
20171220.1727702684-8445-1_3,2,2
20171220.1727702684-8445-1_4,2,2
20171220.1727702684-8445-1_5,2,2
20171220.1727702684-8445-1_6,2,2
20171220.1727702684-8445-1_7,2,2
20171220.1727702684-8445-1_8,2,2
20171220.1727702684-8445-1_9,2,2
20171220.1727702684-8446-1_1,1,1
20171220.1727702684-8446-1_10,2,2
20171220.1727702684-8446-1_11,2,2
20171220.1727702684-8446-1_12,2,2
20171220.1727702684-8446-1_13,2,2
20171220.1727702684-8446-1_14,0,2
20171220.1727702684-8446-1_15,2,2
20171220.1727702684-8446-1_16,2,2
20171220.1727702684-8446-1_2,1,1
20171220.1727702684-8446-1_3,0,0
20171220.1727702684-8446-1_4,1,0
20171220.1727702684-8446-1_5,2,2
20171220.1727702684-8446-1_6,0,2
20171220.1727702684-8446-1_7,2,2
20171220.1727702684-8446-1_8,2,2
20171220.1727702684-8446-1_9,2,2
20171220.1727702684-8495-1_1,1,1
20171220.1727702684-8495-1_10,1,1
20171220.1727702684-8495-1_11,1,1
20171220.1727702684-8495-1_12,1,1
20171220.1727702684-8495-1_13,1,1
20171220.1727702684-8495-1_14,1,1
20171220.1727702684-8495-1_15,1,1
20171220.1727702684-8495-1_16,1,1
20171220.1727702684-8495-1_2,1,1
20171220.1727702684-8495-1_3,1,1
20171220.1727702684-8495-1_4,1,1
20171220.1727702684-8495-1_5,1,1
20171220.1727702684-8495-1_6,1,1
20171220.1727702684-8495-1_7,1,1
20171220.1727702684-8495-1_8,1,1
20171220.1727702684-8495-1_9,1,1
20171220.1727702684-8496-1_1,1,1
20171220.1727702684-8496-1_10,1,1
20171220.1727702684-8496-1_11,1,1
20171220.1727702684-8496-1_12,0,1
20171220.1727702684-8496-1_13,1,1
20171220.1727702684-8496-1_14,1,1
20171220.1727702684-8496-1_15,1,1
20171220.1727702684-8496-1_16,1,1
20171220.1727702684-8496-1_2,1,1
20171220.1727702684-8496-1_3,1,0
20171220.1727702684-8496-1_4,1,1
20171220.1727702684-8496-1_5,1,0
20171220.1727702684-8496-1_6,1,1
20171220.1727702684-8496-1_7,1,1
20171220.1727702684-8496-1_8,0,0
20171220.1727702684-8496-1_9,1,1
20171220.1727702684-8508-1_1,2,2
20171220.1727702684-8508-1_10,2,2
20171220.1727702684-8508-1_11,2,2
20171220.1727702684-8508-1_12,2,2
20171220.1727702684-8508-1_13,2,2
20171220.1727702684-8508-1_14,2,2
20171220.1727702684-8508-1_15,2,2
20171220.1727702684-8508-1_16,2,2
20171220.1727702684-8508-1_2,0,2
20171220.1727702684-8508-1_3,2,2
20171220.1727702684-8508-1_4,2,2
20171220.1727702684-8508-1_5,2,2
20171220.1727702684-8508-1_6,2,2
20171220.1727702684-8508-1_7,2,2
20171220.1727702684-8508-1_8,2,2
20171220.1727702684-8508-1_9,2,2
20171220.1727702684-8509-1_1,2,2
20171220.1727702684-8509-1_10,2,2
20171220.1727702684-8509-1_11,2,2
20171220.1727702684-8509-1_12,2,2
20171220.1727702684-8509-1_13,2,2
20171220.1727702684-8509-1_14,2,2
20171220.1727702684-8509-1_15,2,2
20171220.1727702684-8509-1_16,2,2
20171220.1727702684-8509-1_2,2,2
20171220.1727702684-8509-1_3,2,2
20171220.1727702684-8509-1_4,2,2
20171220.1727702684-8509-1_5,2,2
20171220.1727702684-8509-1_6,2,2
20171220.1727702684-8509-1_7,2,2
20171220.1727702684-8509-1_8,2,2
20171220.1727702684-8509-1_9,2,2
20171220.1727702684-8524-1_1,1,1
20171220.1727702684-8524-1_10,0,1
20171220.1727702684-8524-1_11,0,0
20171220.1727702684-8524-1_12,1,1
20171220.1727702684-8524-1_13,1,1
20171220.1727702684-8524-1_14,1,1
20171220.1727702684-8524-1_15,0,1
20171220.1727702684-8524-1_16,1,1
20171220.1727702684-8524-1_2,1,0
20171220.1727702684-8524-1_3,1,0
20171220.1727702684-8524-1_4,1,1
20171220.1727702684-8524-1_5,0,0
20171220.1727702684-8524-1_6,1,1
20171220.1727702684-8524-1_7,0,0
20171220.1727702684-8524-1_8,0,1
20171220.1727702684-8524-1_9,0,0
20171221.1727702684-8549-1_1,0,0
20171221.1727702684-8549-1_10,2,2
20171221.1727702684-8549-1_11,0,0
20171221.1727702684-8549-1_12,0,0
20171221.1727702684-8549-1_13,0,1
20171221.1727702684-8549-1_14,1,1
20171221.1727702684-8549-1_15,1,1
20171221.1727702684-8549-1_16,1,1
20171221.1727702684-8549-1_2,0,0
20171221.1727702684-8549-1_3,0,0
20171221.1727702684-8549-1_4,0,0
20171221.1727702684-8549-1_5,1,1
20171221.1727702684-8549-1_6,0,0
20171221.1727702684-8549-1_7,0,0
20171221.1727702684-8549-1_8,0,0
20171221.1727702684-8549-1_9,0,0
20171221.1727702684-8550-1_1,2,0
20171221.1727702684-8550-1_10,0,1
20171221.1727702684-8550-1_11,0,0
20171221.1727702684-8550-1_12,0,0
20171221.1727702684-8550-1_13,1,0
20171221.1727702684-8550-1_14,0,0
20171221.1727702684-8550-1_15,0,0
20171221.1727702684-8550-1_16,0,0
20171221.1727702684-8550-1_2,2,2
20171221.1727702684-8550-1_3,2,2
20171221.1727702684-8550-1_4,0,1
20171221.1727702684-8550-1_5,1,1
20171221.1727702684-8550-1_6,2,2
20171221.1727702684-8550-1_7,2,2
20171221.1727702684-8550-1_8,2,0
20171221.1727702684-8550-1_9,0,0
20171221.1727702684-8556-1_1,1,1
20171221.1727702684-8556-1_10,1,1
20171221.1727702684-8556-1_11,1,1
20171221.1727702684-8556-1_12,1,1
20171221.1727702684-8556-1_13,1,1
20171221.1727702684-8556-1_14,1,1
20171221.1727702684-8556-1_15,1,1
20171221.1727702684-8556-1_16,1,1
20171221.1727702684-8556-1_2,1,1
20171221.1727702684-8556-1_3,1,1
20171221.1727702684-8556-1_4,1,1
20171221.1727702684-8556-1_5,1,1
20171221.1727702684-8556-1_6,1,1
20171221.1727702684-8556-1_7,1,1
20171221.1727702684-8556-1_8,1,1
20171221.1727702684-8556-1_9,1,1
20171221.1727702684-8557-1_1,1,1
20171221.1727702684-8557-1_10,1,1
20171221.1727702684-8557-1_11,1,1
20171221.1727702684-8557-1_12,1,1
20171221.1727702684-8557-1_13,1,1
20171221.1727702684-8557-1_14,1,1
20171221.1727702684-8557-1_15,1,1
20171221.1727702684-8557-1_16,1,1
20171221.1727702684-8557-1_2,1,1
20171221.1727702684-8557-1_3,1,1
20171221.1727702684-8557-1_4,1,1
20171221.1727702684-8557-1_5,1,1
20171221.1727702684-8557-1_6,1,1
20171221.1727702684-8557-1_7,1,1
20171221.1727702684-8557-1_8,1,1
20171221.1727702684-8557-1_9,1,1
20171221.1727702684-8562-1_1,2,2
20171221.1727702684-8562-1_10,2,0
20171221.1727702684-8562-1_11,2,2
20171221.1727702684-8562-1_12,2,2
20171221.1727702684-8562-1_13,2,2
20171221.1727702684-8562-1_14,2,2
20171221.1727702684-8562-1_15,2,2
20171221.1727702684-8562-1_16,2,2
20171221.1727702684-8562-1_2,2,2
20171221.1727702684-8562-1_3,2,2
20171221.1727702684-8562-1_4,2,2
20171221.1727702684-8562-1_5,2,2
20171221.1727702684-8562-1_6,2,2
20171221.1727702684-8562-1_7,2,2
20171221.1727702684-8562-1_8,2,2
20171221.1727702684-8562-1_9,2,2
20171221.1727702684-8566-1_1,1,1
20171221.1727702684-8566-1_10,1,1
20171221.1727702684-8566-1_11,0,0
20171221.1727702684-8566-1_12,1,1
20171221.1727702684-8566-1_13,1,1
20171221.1727702684-8566-1_14,1,1
20171221.1727702684-8566-1_15,1,1
20171221.1727702684-8566-1_16,1,1
20171221.1727702684-8566-1_2,1,1
20171221.1727702684-8566-1_3,1,1
20171221.1727702684-8566-1_4,1,1
20171221.1727702684-8566-1_5,1,0
20171221.1727702684-8566-1_6,1,1
20171221.1727702684-8566-1_7,1,1
20171221.1727702684-8566-1_8,1,1
20171221.1727702684-8566-1_9,1,1
20171221.1727702684-8567-1_1,1,1
20171221.1727702684-8567-1_10,1,1
20171221.1727702684-8567-1_11,1,1
20171221.1727702684-8567-1_12,1,1
20171221.1727702684-8567-1_13,1,1
20171221.1727702684-8567-1_14,1,1
20171221.1727702684-8567-1_15,1,1
20171221.1727702684-8567-1_16,1,1
20171221.1727702684-8567-1_2,1,1
20171221.1727702684-8567-1_3,1,1
20171221.1727702684-8567-1_4,1,1
20171221.1727702684-8567-1_5,1,1
20171221.1727702684-8567-1_6,1,1
20171221.1727702684-8567-1_7,1,1
20171221.1727702684-8567-1_8,1,1
20171221.1727702684-8567-1_9,1,1
20171221.1727702684-8588-1_1,2,2
20171221.1727702684-8588-1_10,2,0
20171221.1727702684-8588-1_11,2,0
20171221.1727702684-8588-1_12,2,0
20171221.1727702684-8588-1_13,0,0
20171221.1727702684-8588-1_14,2,2
20171221.1727702684-8588-1_15,2,2
20171221.1727702684-8588-1_16,2,2
20171221.1727702684-8588-1_2,2,2
20171221.1727702684-8588-1_3,2,0
20171221.1727702684-8588-1_4,2,0
20171221.1727702684-8588-1_5,2,0
20171221.1727702684-8588-1_6,2,0
20171221.1727702684-8588-1_7,2,0
20171221.1727702684-8588-1_8,0,0
20171221.1727702684-8588-1_9,0,0
20171221.1727702684-8589-1_1,2,2
20171221.1727702684-8589-1_10,2,3
20171221.1727702684-8589-1_11,2,0
20171221.1727702684-8589-1_12,0,0
20171221.1727702684-8589-1_13,0,0
20171221.1727702684-8589-1_14,0,0
20171221.1727702684-8589-1_15,2,0
20171221.1727702684-8589-1_16,2,0
20171221.1727702684-8589-1_2,2,2
20171221.1727702684-8589-1_3,2,2
20171221.1727702684-8589-1_4,2,2
20171221.1727702684-8589-1_5,2,2
20171221.1727702684-8589-1_6,2,2
20171221.1727702684-8589-1_7,2,0
20171221.1727702684-8589-1_8,2,2
20171221.1727702684-8589-1_9,2,2
20171221.1727702684-8594-1_1,2,2
20171221.1727702684-8594-1_10,2,2
20171221.1727702684-8594-1_11,2,2
20171221.1727702684-8594-1_12,2,2
20171221.1727702684-8594-1_13,2,2
20171221.1727702684-8594-1_14,2,2
20171221.1727702684-8594-1_15,2,2
20171221.1727702684-8594-1_16,2,2
20171221.1727702684-8594-1_2,2,2
20171221.1727702684-8594-1_3,2,2
20171221.1727702684-8594-1_4,2,2
20171221.1727702684-8594-1_5,2,0
20171221.1727702684-8594-1_6,2,0
20171221.1727702684-8594-1_7,2,0
20171221.1727702684-8594-1_8,2,2
20171221.1727702684-8594-1_9,2,2
20171221.1727702684-8595-1_1,1,1
20171221.1727702684-8595-1_10,2,2
20171221.1727702684-8595-1_11,2,2
20171221.1727702684-8595-1_12,2,2
20171221.1727702684-8595-1_13,2,2
20171221.1727702684-8595-1_14,2,2
20171221.1727702684-8595-1_15,2,2
20171221.1727702684-8595-1_16,2,2
20171221.1727702684-8595-1_2,1,1
20171221.1727702684-8595-1_3,1,1
20171221.1727702684-8595-1_4,1,1
20171221.1727702684-8595-1_5,1,1
20171221.1727702684-8595-1_6,1,1
20171221.1727702684-8595-1_7,0,0
20171221.1727702684-8595-1_8,0,0
20171221.1727702684-8595-1_9,2,2
20171221.1727702684-8600-1_1,1,1
20171221.1727702684-8600-1_10,1,1
20171221.1727702684-8600-1_11,1,1
20171221.1727702684-8600-1_12,1,1
20171221.1727702684-8600-1_13,1,1
20171221.1727702684-8600-1_14,1,1
20171221.1727702684-8600-1_15,1,1
20171221.1727702684-8600-1_16,1,1
20171221.1727702684-8600-1_2,1,1
20171221.1727702684-8600-1_3,1,1
20171221.1727702684-8600-1_4,1,1
20171221.1727702684-8600-1_5,1,1
20171221.1727702684-8600-1_6,1,1
20171221.1727702684-8600-1_7,1,1
20171221.1727702684-8600-1_8,1,1
20171221.1727702684-8600-1_9,1,1
20171221.1727702684-8601-1_1,1,1
20171221.1727702684-8601-1_10,1,1
20171221.1727702684-8601-1_11,1,1
20171221.1727702684-8601-1_12,1,1
20171221.1727702684-8601-1_13,1,1
20171221.1727702684-8601-1_14,1,1
20171221.1727702684-8601-1_15,1,1
20171221.1727702684-8601-1_16,1,1
20171221.1727702684-8601-1_2,1,1
20171221.1727702684-8601-1_3,1,1
20171221.1727702684-8601-1_4,1,1
20171221.1727702684-8601-1_5,1,1
20171221.1727702684-8601-1_6,1,1
20171221.1727702684-8601-1_7,1,1
20171221.1727702684-8601-1_8,1,1
20171221.1727702684-8601-1_9,1,1
20171222.1727702684-8667-1_1,0,0
20171222.1727702684-8667-1_10,2,2
20171222.1727702684-8667-1_11,2,2
20171222.1727702684-8667-1_12,2,2
20171222.1727702684-8667-1_13,2,2
20171222.1727702684-8667-1_14,2,2
20171222.1727702684-8667-1_15,2,2
20171222.1727702684-8667-1_16,2,2
20171222.1727702684-8667-1_2,0,0
20171222.1727702684-8667-1_3,1,0
20171222.1727702684-8667-1_4,1,2
20171222.1727702684-8667-1_5,0,0
20171222.1727702684-8667-1_6,2,2
20171222.1727702684-8667-1_7,2,2
20171222.1727702684-8667-1_8,2,2
